OBJECTID,NAME,PYNAME,MAPID,ID,KIND_NUM,KIND,WIDTH,DIRECTION,TOLL,CONST_ST,UNDCONCRID,SNODEID,ENODEID,FUNCCLASS,LENGTH,DETAILCITY,THROUGH,UNTHRUCRID,OWNERSHIP,ROAD_COND,SPECIAL,ADMINCODEL,ADMINCODER,UFLAG,ONEWAYCRID,ACCESSCRID,SPEEDCLASS,LANENUMS2E,LANENUME2S,LANENUM,VEHCL_TYPE,ELEVATED,STRUCTURE,USEFEECRID,USEFEETYPE,SPDLMTS2E,SPDLMTE2S,SPDSRCS2E,SPDSRCE2S,DC_TYPE,NOPASSCRID,TYPE,Shape_Leng
304,京密高速公路,jmgsgl,605635,280308,2,0102|010c,55,2,2,1,,47523302,225533,2,0.300,1,1,,0,1,0,110116,110116,1,,,3,3,,2,11100001110000000000000000000000,1,0,,,1000,,1,,0,,1,0.00271847538
305,京密高速公路,jmgsgl,605635,280309,2,0102|010c,55,3,2,1,,225523,226256,2,0.133,1,1,,0,1,0,110116,110116,1,,,5,,2,2,11100001110000000000000000000000,0,0,,,,700,,1,0,,1,0.00120993093
306,S50-五环,s50-wh,595661,281298,2,0102|010c,55,3,2,1,,279636,261371,1,0.032,1,1,,0,1,0,110107,110107,1,,,3,,3,2,11100001110000000000000000000000,0,0,,,,1000,,1,0,,1,0.00029157864
307,S50-五环,s50-wh,595661,281306,2,0102|010c,55,3,2,1,,269736,268837,1,0.231,1,1,,0,1,0,110106,110106,1,,,3,,3,2,11100001110000000000000000000000,0,0,,,,1000,,1,0,,1,0.00212204392
308,莲石东路,lsdl,595661,281308,2,0102|010c,55,2,2,1,,262280,279494,1,0.367,1,1,,0,1,0,110107,110107,1,,,4,3,,2,11100001110000000000000000000000,0,0,,,800,,1,,0,,1,0.00430371151
309,莲石东路,lsdl,595661,281309,3,0102|0103|010c,55,3,2,1,,262261,279641,1,0.259,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00268246321
310,莲石东路,lsdl,595661,281310,3,0102|0103|010c,55,3,2,1,,279641,279600,1,0.073,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00075909067
311,S50-五环,s50-wh,595661,281671,2,0102|010c,55,3,2,1,,262238,261492,1,0.059,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,900,,1,0,,1,0.00053006085
312,S50-五环,s50-wh,595661,281673,2,0102|010c,55,2,2,1,,261496,261374,1,0.060,1,1,,0,1,0,110107,110107,1,,,3,3,,2,11100001110000000000000000000000,0,0,,,1000,,1,,0,,1,0.00054027957
313,S50-五环,s50-wh,595661,281680,2,0102|010c,55,2,2,1,,261499,263834,1,0.040,1,1,,0,1,0,110107,110107,1,,,4,3,,2,11100001110000000000000000000000,0,0,,,900,,1,,0,,1,0.00036000000
314,S50-五环,s50-wh,595661,281684,2,0102|010c,55,2,2,1,,261501,262231,1,0.040,1,1,,0,1,0,110107,110107,1,,,4,3,,2,11100001110000000000000000000000,0,0,,,900,,1,,0,,1,0.00035995505
315,八角桥,bjq,595661,281691,2,0105|010b,30,3,2,1,,261503,262231,3,0.095,1,1,,0,1,0,110107,110107,1,,,7,,1,1,11110001110000000000000000000000,0,0,,,,300,,1,0,,1,0.00086554462
316,S50-五环,s50-wh,595661,281877,2,0102|010c,55,3,2,1,,263160,260634,1,0.082,1,1,,0,1,0,110106,110106,1,,,3,,3,2,11100001110000000000000000000000,0,0,,,,1000,,1,0,,1,0.00081518336
317,,,595661,282111,2,0107|010e,30,3,2,1,,261562,261568,5,0.163,1,1,,0,1,0,110107,110107,1,,,7,,1,1,11110001110000000000000000000000,0,0,,,,50,,1,0,,1,0.00190836200
318,,,595661,282115,2,0107|010e,30,3,2,1,,261568,261564,5,0.087,1,1,,0,1,0,110107,110107,1,,,7,,1,1,11110001110000000000000000000000,0,0,,,,50,,1,0,,1,0.00102452021
319,莲石西路,lsxl,595661,283317,2,0102|010c,55,2,2,1,,262477,262475,1,0.249,1,1,,0,1,0,110107,110107,1,,,4,3,,2,11100001110000000000000000000000,0,0,,,800,,1,,0,,1,0.00293096405
320,衙门口桥,ymkq,595661,284089,3,0103|010b|010c,30,3,2,1,,261368,262265,1,0.609,1,1,,0,1,0,110107,110107,1,,,3,,1,1,11100001110000000000000000000000,0,0,,,,300,,1,0,,1,0.00642022274
321,,,595661,284096,2,0105|010b,55,3,2,1,,262274,261395,3,0.158,1,1,,0,1,0,110107,110107,1,,,6,,2,2,11110001110000000000000000000000,0,0,,,,400,,1,0,,1,0.00184924922
322,,,595661,284105,3,0105|010b|0117,55,3,2,1,,262283,261398,3,0.154,1,1,,0,1,0,110107,110107,1,,,6,,2,2,11110001110000000000000000000000,0,0,,,,400,,,0,,1,0.00180774131
323,,,595661,284111,3,0105|010b|0117,55,3,2,1,,261407,10000544898,3,0.136,1,1,,0,1,0,110107,110107,1,,,6,,3,2,11110001110000000000000000000000,0,0,,,,400,,,0,,1,0.00158556833
324,莲石东路,lsdl,595661,284113,2,0102|010c,55,3,2,1,,262278,261394,1,0.191,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00224190016
325,,,595661,284115,3,0105|010b|0117,55,2,2,1,,262291,262973,3,0.081,1,1,,0,1,0,110107,110107,1,,,6,2,,2,11110001110000000000000000000000,0,0,,,400,,1,,0,,1,0.00094273672
326,莲石东路,lsdl,595661,284116,2,0102|010c,55,2,2,1,,262291,262294,1,0.191,1,1,,0,1,0,110107,110107,1,,,4,3,,2,11100001110000000000000000000000,0,0,,,800,,1,,0,,1,0.00224190016
327,莲石东路,lsdl,595661,284126,2,0102|010c,55,3,2,1,,262289,261406,1,0.191,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00224192645
328,莲石西路,lsxl,595661,284130,3,0102|0103|010c,55,3,2,1,,262263,261473,1,0.302,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00320190904
329,衙门口桥,ymkq,595661,284132,3,0103|010b|010c,30,3,2,1,,261370,261473,1,0.572,1,1,,0,1,0,110107,110107,1,,,5,,1,1,11100001110000000000000000000000,0,0,,,,500,,1,0,,1,0.00598713932
330,S50-五环,s50-wh,595661,284317,3,0102|0108|010c,55,2,2,1,,268841,268069,1,1.245,1,1,,0,1,0,110107,110107,1,,,3,3,,2,11100001110000000000000000000000,0,0,,,1000,,1,,0,,1,0.01137111001
331,莲石西路,lsxl,595661,284444,2,0102|010c,55,3,2,1,,263154,261366,1,0.077,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00081484754
332,八角桥,bjq,595661,284854,2,0105|010b,30,2,2,1,,263194,263833,3,0.156,1,1,,0,1,0,110107,110107,1,,,7,1,,1,11110001110000000000000000000000,0,0,,,300,,1,,0,,1,0.00141006576
333,S50-五环,s50-wh,595661,285591,2,0102|010c,55,2,2,1,,259888,262243,1,0.066,1,1,,0,1,0,110106,110106,1,,,4,3,,2,11100001110000000000000000000000,0,0,,,800,,1,,0,,1,0.00060061796
334,S50-五环,s50-wh,595661,285597,2,0102|010c,55,2,2,1,,260629,259901,1,0.142,1,1,,0,1,0,110106,110106,1,,,4,3,,2,11100001110000000000000000000000,0,0,,,800,,1,,0,,1,0.00136471731
335,S50-五环,s50-wh,595661,285601,2,0102|010c,55,3,2,1,,259903,259906,1,0.147,1,1,,0,1,0,110106,110106,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00141144214
336,S50-五环,s50-wh,595661,287350,2,0102|010c,55,2,2,1,,263160,20000354835,1,0.282,1,1,,0,1,0,110106,110106,1,,,3,3,,2,11100001110000000000000000000000,0,0,,,1000,,1,,0,,1,0.00293899799
337,衙门口桥,ymkq,595661,287526,3,0103|010b|010c,30,3,2,1,,260839,262238,1,0.087,1,1,,0,1,0,110107,110107,1,,,5,,1,1,11100001110000000000000000000000,0,0,,,,500,,1,0,,1,0.00078746132
338,衙门口桥,ymkq,595661,287535,3,0103|010b|010c,55,3,2,1,,260842,262261,1,0.067,1,1,,0,1,0,110107,110107,1,,,5,,2,1,11100001110000000000000000000000,0,0,,,,500,,1,0,,1,0.00072405812
339,莲石东路,lsdl,595661,287539,3,0102|0103|010c,55,2,2,1,,262261,260845,1,0.069,1,1,,0,1,0,110107,110107,1,,,4,3,,2,11100001110000000000000000000000,0,0,,,800,,1,,0,,1,0.00071226904
340,衙门口桥,ymkq,595661,287547,3,0103|010b|010c,55,2,2,1,,262234,260847,1,0.025,1,1,,0,1,0,110107,110107,1,,,5,2,,1,11100001110000000000000000000000,0,0,,,500,,1,,0,,1,0.00022577330
341,衙门口桥,ymkq,595661,287551,3,0103|010b|010c,30,2,2,1,,262271,260848,1,0.103,1,1,,0,1,0,110107,110107,1,,,5,1,,1,11100001110000000000000000000000,0,0,,,500,,1,,0,,1,0.00119138914
342,莲石西路,lsxl,595661,287555,3,0102|0103|010c,55,3,2,1,,261473,261475,1,0.182,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00202720223
343,莲石西路,lsxl,595661,287559,3,0102|0103|010c,55,3,2,1,,261475,262271,1,0.106,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00119967459
344,莲石东路,lsdl,595661,288005,2,0102|010c,55,3,2,1,,261394,282117,1,0.269,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00315276999
345,莲石东路,lsdl,595661,288012,2,0102|010c,55,3,2,1,,282117,262281,1,0.213,1,1,,0,1,0,110107,110107,1,,,4,,3,2,11100001110000000000000000000000,0,0,,,,800,,1,0,,1,0.00249227337
346,S50-五环,s50-wh,595661,288025,2,0102|010c,55,2,2,1,,261374,282118,1,0.151,1,1,,0,1,0,110107,110107,1,,,3,3,,2,11100001110000000000000000000000,0,0,,,1000,,1,,0,,1,0.00135999638
347,S50-五环,s50-wh,595661,288032,2,0102|010c,55,2,2,1,,282118,263156,1,0.820,1,1,,0,1,0,110107,110107,1,,,3,3,,2,11100001110000000000000000000000,0,0,,,1000,,1,,0,,1,0.00738096910
348,莲石西路,lsxl,595661,288066,2,0102|010c,55,2,2,1,,279490,282121,1,0.032,1,1,,0,1,0,110107,110107,1,,,4,3,,2,11100001110000000000000000000000,0,0,,,800,,1,,0,,1,0.00037118840
