OBJECTID,NAME,PYNAME,MAPID,ID,KIND,SNODE_ID,ENODE_ID,Shape_Leng
1985,,,595642,10000015775,0242,10000028303,10000018880,0.03546775767
1986,京原线,jyx,595661,10000007899,0242,10000020793,10000009479,0.02498965321
1987,丰沙线,fsx,595661,10000007900,0242,110000006237,10000009479,0.05954660444
1988,,,605700,10000017872,0242,10000011292,10000021340,0.00067377451
1989,京原线,jyx,595557,10000016782,0242,110000005754,10000020075,0.01321297699
1990,,,595671,10000016408,0242,10000004677,10000019626,0.01203317609
1991,京原线,jyx,595533,10000016424,0242,110000006450,110000019643,0.02900886851
1992,京承线,jcx,605635,10000021346,0242,110000022414,10000025503,0.01121797920
1993,京原线,jyx,595536,10000007770,0242,10000020713,110000009329,0.03640513180
1994,,,595672,10000009417,0242,10000006535,10000011287,0.00361515838
1995,,,605700,10000009422,0242,10000019573,10000011292,0.00776869788
1996,京承线,jcx,605635,10000019787,0242,10000007752,10000023632,0.01171106857
1997,,,595630,10000019790,0242,10000011315,10000023635,0.00008599509
1998,丰沙线,fsx,595670,10000020393,0242,210000005588,10000024366,0.02344356252
1999,京包线,jbx,605640,10000020391,0242,10000009320,10000024364,0.00082346228
2000,,,605622,10000022214,0242,10000015122,10000026530,0.03437732994
2001,大秦线,dqx,605641,10000025286,0242,210000007598,110000003855,0.14596511211
2002,双丰线,sfx,595662,10000025426,0242,10000003070,210000004559,0.00083409081
2004,京承线,jcx,605615,10000028799,0242,10000014502,110000022320,0.00162082903
2005,大秦线,dqx,605626,10000026393,0242,210000026989,110000009545,0.13875270728
2006,西北环线,xbhx,605611,10000028813,0242,10000028014,110000022397,0.02484301962
2007,京承线,jcx,605645,10000028817,0242,110000021692,210000022414,0.02509972358
2008,京包线,jbx,605603,10000014150,0242,10000011030,10000016944,0.01584393969
2009,,,595664,10000014199,0242,10000023530,10046243334,0.00994479106
2010,,,595664,10000014200,0242,10000017999,10046243335,0.01355544245
2011,京包线,jbx,605621,10000014210,0242,10000014667,10000017012,0.01255669692
2012,,,595557,10000005753,0242,10000012750,10000006935,0.04509602304
2013,,,595670,10000013323,0242,10000001103,10000015936,0.01521714744
2014,西北环线,xbhx,605610,10000029024,0242,10000002164,110000023590,0.01652509976
2015,京承线,jcx,605625,10000025487,0242,10000012932,110000004781,0.01215782664
2016,,,595671,10000987736,0242,10000024091,10000984574,0.01748148025
2017,,,595671,10000987737,0242,10000984574,10000011678,0.00145163471
2018,,,595642,10000029901,0242,10000018880,210000028236,0.00007282720
2019,京承线,jcx,605605,10000029907,0242,10000019035,110000028251,0.00215757140
2020,大秦线,dqx,605627,10000025900,0242,210000009545,210000006890,0.06861762755
2021,,,595642,10000016995,0242,10000023292,10000020314,0.00563369635
2022,双丰线,sfx,595653,10000028961,0242,10000011964,210000023252,0.01228475007
2023,京包线,jbx,605612,10000005977,0242,210000021027,10000007211,0.00025462215
2024,京包线,jbx,595674,10000005980,0242,10000013421,10000007216,0.00189160180
2025,京承线,jcx,605740,10000006462,0242,110000024198,210000007784,0.13696970905
2026,,,595671,10000003881,0242,10000014051,10000004677,0.01384267728
2027,双丰线,sfx,595653,10000006499,0242,10000026851,10000007823,0.03373309365
2028,,,595672,10000008412,0242,10000022087,10000010084,0.00104447470
